Symbol,Name,Country,IPO Year,Sector,Industry
PSMT,PriceSmart Inc. Common Stock,United States,,Consumer Discretionary,Department/Specialty Retail Stores
PSN,Parsons Corporation Common Stock,United States,2019,Technology,EDP Services
PSNL,Personalis Inc. Common Stock,United States,2019,Health Care,Medical Specialities
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Sweden,,Consumer Discretionary,Auto Manufacturing
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),Sweden,,Consumer Discretionary,Auto Manufacturing
PSO,Pearson Plc Common Stock,United Kingdom,,Consumer Discretionary,Books
PSQH,PSQ Holdings Inc. Class A Common Stock,,2021,Consumer Discretionary,Advertising
PSTG,Pure Storage Inc. Class A Common Stock,United States,2015,Technology,Electronic Components
PSTL,Postal Realty Trust Inc. Class A Common Stock,United States,2019,Real Estate,Real Estate Investment Trusts
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,United States,,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSX,Phillips 66 Common Stock,United States,,Energy,Integrated oil Companies
PT,Pintec Technology Holdings Limited American Depositary Shares,China,2018,Technology,Computer Software: Programming Data Processing
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,United States,2020,Finance,Trusts Except Educational Religious and Charitable
PTC,PTC Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,1993,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
PTHR,Pono Capital Three Inc. Class A Ordinary Shares,United States,2023,Finance,Blank Checks
PTHRU,Pono Capital Three Inc. Unit,United States,2023,Finance,Blank Checks
PTHRW,Pono Capital Three Inc. Warrant,United States,2023,Finance,Blank Checks
PTIX,Protagenic Therapeutics Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PTIXW,Protagenic Therapeutics Inc. Warrant,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo's Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Restaurants
PTMN,Portman Ridge Finance Corporation Common Stock,United States,2006,Finance,Finance: Consumer Services
PTN,Palatin Technologies Inc. Common Stock,United States,1999,Health Care,Biotechnology: Pharmaceutical Preparations
PTON,Peloton Interactive Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Recreational Games/Products/Toys
PTPI,Petros Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PTSI,P.A.M. Transportation Services Inc. Common Stock,United States,1986,Industrials,Trucking Freight/Courier Services
PTVE,Pactiv Evergreen Inc. Common stock,United States,2020,Consumer Discretionary,Containers/Packaging
PTWO,Pono Capital Two Inc. Class A Common Stock,United States,2022,Finance,Blank Checks
PTY,Pimco Corporate & Income Opportunity Fund,United States,2002,Finance,Investment Managers
PUBM,PubMatic Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
PUCKW,Goal Acquisitions Corp. Warrant,United States,2021,Finance,Blank Checks
PUK,Prudential Public Limited Company Common Stock,United Kingdom,,Finance,Life Insurance
PULM,Pulmatrix Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
PUMP,ProPetro Holding Corp. Common Stock,United States,2017,Energy,Oilfield Services/Equipment
PUYI,Puyi Inc. American Depository Shares,China,2019,Finance,Investment Managers
PVBC,Provident Bancorp Inc. (MD) Common Stock,United States,2015,Finance,Major Banks
PVH,PVH Corp. Common Stock,United States,,Consumer Discretionary,Apparel
PVL,Permianville Royalty Trust Trust Units ,United States,2011,Energy,Oil & Gas Production
PW,Power REIT (MD) Common Stock,United States,1998,Real Estate,Real Estate Investment Trusts
PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock,United States,,,
PWFL,PowerFleet Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
PWM,Prestige Wealth Inc. Ordinary Shares,Hong Kong,2023,,
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,,Finance,Major Banks
PWP,Perella Weinberg Partners Class A Common Stock,United States,2020,Finance,Finance: Consumer Services
PWR,Quanta Services Inc. Common Stock,United States,,Industrials,Engineering & Construction
PWSC,PowerSchool Holdings Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
PWUP,PowerUp Acquisition Corp. Class A Ordinary Shares,United States,2022,Finance,Blank Checks
PWUPU,PowerUp Acquisition Corp. Unit,United States,2022,Finance,Blank Checks
PWUPW,PowerUp Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
PX,P10 Inc. Class A Common Stock,United States,2021,Finance,Investment Managers
PXD,Pioneer Natural Resources Company Common Stock,United States,,Energy,Oil & Gas Production
PXDT,Pixie Dust Technologies Inc. American Depositary Shares ,Japan,2023,,
PXLW,Pixelworks Inc.  Common Stock,United States,2000,Technology,Semiconductors
PXMD,PaxMedica Inc. Common Stock,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
PXS,Pyxis Tankers Inc. Common Stock,Greece,,Consumer Discretionary,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece,,Consumer Discretionary,Marine Transportation
PYCR,Paycor HCM Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,Finance,Investment Managers
PYPD,PolyPid Ltd. Ordinary Shares,Israel,2020,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,United States,,Consumer Discretionary,Business Services
PYXS,Pyxis Oncology Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,Finance,Investment Managers
PZG,Paramount Gold Nevada Corp. Common Stock,United States,2015,Basic Materials,Metal Mining
PZZA,Papa John's International Inc. Common Stock,United States,1993,Consumer Discretionary,Restaurants
QBTS,D-Wave Quantum Inc. Common Shares,,2022,Technology,Retail: Computer Software & Peripheral Equipment
QCOM,QUALCOMM Incorporated Common Stock,United States,1991,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,QCR Holdings Inc. Common Stock,United States,,Finance,Major Banks
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,2017,Finance,Finance: Consumer Services
QDEL,QuidelOrtho Corporation Common Stock,United States,,Health Care,Medical Specialities
QDROW,Quadro Acquisition One Corp.  Warrant,United States,2021,Finance,Blank Checks
QETA,Quetta Acquisition Corporation Common Stock,United States,2023,,
QETAR,Quetta Acquisition Corporation Right,United States,2023,,
QETAU,Quetta Acquisition Corporation Unit,United States,2023,,
QFIN,Qifu Technology Inc. American Depositary Shares,China,2018,Finance,Finance: Consumer Services
QFTA,Quantum FinTech Acquisition Corporation Common Stock,,2021,Finance,Blank Checks
QGEN,Qiagen N.V. Common Shares ,Netherlands,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Quhuo Limited American Depository Shares,China,2020,Consumer Discretionary,Business Services
QIPT,Quipt Home Medical Corp. Common Shares,United States,,,
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
QLI,Qilian International Holding Group Ltd. Ordinary Shares,China,2021,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualys Inc. Common Stock,United States,2012,Technology,Computer Software: Prepackaged Software
QMCO,Quantum Corporation Common Stock,United States,,Technology,Electronic Components
QNCX,Quince Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,Israel,2016,Health Care,Medical/Dental Instruments
QNST,QuinStreet Inc. Common Stock,United States,2010,Consumer Discretionary,Business Services
QOMOR,Qomolangma Acquisition Corp. Right,United States,2022,Finance,Blank Checks
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States,,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation Common Stock,United States,,Utilities,Environmental Services
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States,,Consumer Discretionary,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States,,Consumer Discretionary,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,,Consumer Discretionary,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,United States,,Technology,Semiconductors
QS,QuantumScape Corporation Class A Common Stock,United States,2020,Consumer Discretionary,Auto Parts:O.E.M.
QSG,QuantaSing Group Limited American Depositary Shares,China,2023,Real Estate,Other Consumer Services
QSI,Quantum-Si Incorporated Class A Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
QSIAW,Quantum-Si Incorporated Warrant,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
QSR,Restaurant Brands International Inc. Common Shares,Canada,2014,Consumer Discretionary,Restaurants
QTRX,Quanterix Corporation Common Stock,United States,2017,Industrials,Biotechnology: Laboratory Analytical Instruments
QTWO,Q2 Holdings Inc. Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
QUAD,Quad Graphics Inc Class A Common Stock,United States,,Consumer Discretionary,Publishing
QUBT,Quantum Computing Inc. Common Stock,United States,,Technology,Computer Manufacturing
QUIK,QuickLogic Corporation Common Stock,United States,1999,Technology,Semiconductors
QURE,uniQure N.V. Ordinary Shares,Netherlands,2014,Health Care,Biotechnology: Pharmaceutical Preparations
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,2019,Consumer Discretionary,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,2018,Consumer Discretionary,Catalog/Specialty Distribution
R,Ryder System Inc. Common Stock,United States,,Consumer Discretionary,Rental/Leasing Companies
RA,Brookfield Real Assets Income Fund Inc. Common Stock,,2016,Finance,Investment Managers
RACE,Ferrari N.V. Common Shares,Italy,2015,Consumer Discretionary,Auto Manufacturing
RAIL,FreightCar America Inc. Common Stock,United States,2005,Industrials,Railroads
RAIN,Rain Oncology Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RAMP,LiveRamp Holdings Inc. Common Stock,United States,2018,Technology,EDP Services
RAND,Rand Capital Corporation Common Stock,United States,,Finance,Finance: Consumer Services
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,United States,2021,Health Care, Medicinal Chemicals and Botanical Products 
RAPT,RAPT Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Group Inc. Common Stock,United States,,Consumer Discretionary,Food Distributors
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,China,2022,Consumer Discretionary,Metal Fabrications
RBA,RB Global Inc. Common Stock,Canada,,Consumer Discretionary,Business Services
RBB,RBB Bancorp Common Stock,United States,2017,Finance,Major Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,,Technology,EDP Services
RBC,RBC Bearings Incorporated Common Stock,United States,2022,Industrials,Metal Fabrications
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,1998,Finance,Major Banks
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,United States,2022,Industrials,Metal Fabrications
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States,2019,Finance,Major Banks
RBLX,Roblox Corporation Class A Common Stock,United States,2021,Technology,EDP Services
RBOT,Vicarious Surgical Inc. Class A Common Stock,Hong Kong,2020,Health Care,Medical Specialities
RBT,Rubicon Technologies Inc. Class A Common Stock,,2022,Technology,Semiconductors
RC,Ready Capital Corproation Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,United States,,,
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,United States,,,
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
RCACU,Revelstone Capital Acquisition Corp. Unit,United States,2021,Finance,Blank Checks
RCACW,Revelstone Capital Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
RCAT,Red Cat Holdings Inc. Common Stock,United States,,Industrials,Wholesale Distributors
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States,2019,Real Estate,Real Estate Investment Trusts
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,2021,Real Estate,Real Estate Investment Trusts
RCEL,Avita Medical Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
RCFA,RCF Acquisition Corp. Class A Ordinary Shares,,2021,Finance,Blank Checks
RCG,RENN Fund Inc Common Stock,United States,,Finance,Investment Managers
RCI,Rogers Communication Inc. Common Stock,Canada,,Telecommunications,Cable & Other Pay Television Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
RCKTW,Rocket Pharmaceuticals Inc. Warrant,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
